data/20160411/183643_me9_10.csv,9,9
data/20160411/183704_me9_10.csv,9,9
data/20160411/183722_me9_10.csv,9,9
data/20160411/183742_me9_10.csv,9,9
data/20160411/183759_me9_10.csv,9,9
data/20160412/164928_stephen9_10.csv,9,9
data/20160412/170800_billy9_10.csv,9,9
data/20160412/170815_billy9_10.csv,9,9
data/20160412/171204_billy9_10.csv,9,9
data/20160412/171934_billy9_10.csv,9,9
data/20160412/172438_billy9_10.csv,9,9
data/20160412/173406_mahdan9_10.csv,9,9
data/20160412/172706_stephen9_10.csv,6,9
data/20160412/172740_stephen9_10.csv,9,9
data/20160412/172816_stephen9_10.csv,9,9
data/20160412/174409_aurel9_10.csv,9,9
data/20160412/174425_aurel9_10.csv,9,9
data/20160412/174443_aurel9_10.csv,9,9
data/20160412/174503_aurel9_10.csv,9,9
data/20160412/174518_aurel9_10.csv,9,9
data/20160412/172619_stephen9_10.csv,6,9
data/20160412/173514_mahdan9_10.csv,6,9
data/20160412/170744_billy9_10.csv,9,6
data/20160412/171917_billy9_10.csv,9,5
data/20160412/171131_billy9_10.csv,9,12
data/20160412/171146_billy9_10.csv,9,13
data/20160412/172755_stephen9_10.csv,9,10
data/20160412/165730_stephen9_10.csv,9,11
data/20160412/172948_stephen9_10.csv,9,12
data/20160412/172642_stephen9_10.csv,5,10
data/20160412/170831_billy9_10.csv,5,5
data/20160412/171950_billy9_10.csv,6,6
data/20160412/171902_billy9_10.csv,5,6
data/20160412/172005_billy9_10.csv,11,11
data/20160412/165746_stephen9_10.csv,10,11
data/20160412/172857_stephen9_10.csv,10,10
data/20160412/172925_stephen9_10.csv,10,10

data/20160411/181758_me10_10.csv,10,10
data/20160411/181817_me10_10.csv,10,10
data/20160411/181835_me10_10.csv,10,10
data/20160411/181853_me10_10.csv,10,10
data/20160411/181910_me10_10.csv,10,10
data/20160408/20160408-170511_ryan_10.csv,10,10
data/20160412/165106_stephen10_10.csv,11,10
data/20160412/165121_stephen10_10.csv,11,11
data/20160412/165142_stephen10_10.csv,11,10
data/20160412/165159_stephen10_10.csv,11,10
data/20160412/165215_stephen10_10.csv,11,11
data/20160412/165559_stephen10_10.csv,10,10
data/20160412/165614_stephen10_10.csv,10,10
data/20160412/165629_stephen10_10.csv,10,10
data/20160412/165644_stephen10_10.csv,10,11
data/20160412/165703_stephen10_10.csv,10,10
data/20160412/174642_aurel10_10.csv,10,5
data/20160412/174658_aurel10_10.csv,10,10
data/20160412/174713_aurel10_10.csv,10,10

data/20160411/183237_me11_10.csv,11,11
data/20160411/183301_me11_10.csv,11,11
data/20160411/183324_me11_10.csv,11,11
data/20160411/183345_me11_10.csv,11,11
data/20160411/183405_me11_10.csv,11,11
data/20160412/165848_stephen11_10.csv,11,11
data/20160412/165904_stephen11_10.csv,11,11
data/20160412/165919_stephen11_10.csv,11,10
data/20160412/165936_stephen11_10.csv,5,7

data/20160411/181950_me12_10.csv,12,12
data/20160411/182009_me12_10.csv,12,12
data/20160411/182037_me12_10.csv,12,12
data/20160411/182127_me12_10.csv,12,12
data/20160411/182250_me12_10.csv,12,10
data/20160408/20160408-170535_ryan_10.csv,12,12
data/20160408/20160408-170558_ryan_10.csv,12,12
data/20160412/170008_stephen12_10.csv,5,11
data/20160412/170026_stephen12_10.csv,12,12
data/20160412/170046_stephen12_10.csv,12,11
data/20160412/170112_stephen12_10.csv,12,11
data/20160412/170137_stephen12_10.csv,11,11
data/20160412/172048_billy12_10.csv,12,11
data/20160412/172107_billy12_10.csv,12,11
data/20160412/172130_billy12_10.csv,12,11
data/20160412/172150_billy12_10.csv,12,11
data/20160412/172257_billy12_10.csv,12,12
data/20160412/172331_billy12_10.csv,12,12
data/20160412/172355_billy12_10.csv,12,12
data/20160412/174256_aurel12_10.csv,6,12
data/20160412/174316_aurel12_10.csv,12,12
data/20160412/174334_aurel12_10.csv,12,12
